material_id,material_name,material_type,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,thickness_mm,water_resistance,temperature_tolerance
1156,Jute Packaging Grade B,Jute Packaging,888.19,10.11,89.41,0.781,81.62,2.14,3.97,5.0,20.0
1157,Jute Packaging Grade C,Jute Packaging,529.08,8.92,89.69,0.6,71.61,2.58,,4.0,60.0
1158,Jute Packaging Grade Premium,Jute Packaging,967.2,4.97,94.46,0.84,79.56,4.58,5.13,4.0,68.0
1159,Jute Packaging Grade Economy,Jute Packaging,643.42,14.85,90.87,0.9,71.08,4.76,3.67,4.0,75.0
1160,Jute Packaging Grade Premium,Jute Packaging,525.0,13.55,93.91,0.698,82.37,3.61,1.51,4.0,49.0
1161,Jute Packaging Grade A,Jute Packaging,316.96,9.46,88.37,0.831,81.14,2.2,2.11,3.0,64.0
1162,Jute Packaging Grade A,Jute Packaging,674.28,5.46,86.34,0.966,82.06,2.72,3.03,4.0,8.0
1163,Jute Packaging Grade Economy,Jute Packaging,849.52,11.67,86.28,0.843,75.95,3.05,2.88,4.0,5.0
1164,Jute Packaging Grade Standard,Jute Packaging,527.04,7.11,88.99,0.412,81.59,2.68,1.22,3.0,25.0
1165,Jute Packaging Grade B,Jute Packaging,837.23,16.84,89.94,0.523,81.06,4.8,2.23,5.0,11.0
1166,Jute Packaging Grade Economy,Jute Packaging,987.54,17.62,91.88,0.963,80.83,2.76,3.21,5.0,32.0
1167,Jute Packaging Grade B,Jute Packaging,940.85,9.58,90.63,0.882,76.41,2.93,5.97,,48.0
1168,Jute Packaging Grade C,Jute Packaging,780.66,4.8,91.65,0.572,72.98,5.75,1.09,5.0,24.0
1169,Jute Packaging Grade Standard,Jute Packaging,295.57,11.22,90.01,0.593,71.98,3.51,,5.0,13.0
1170,Jute Packaging Grade A,Jute Packaging,704.68,6.41,87.87,0.497,73.74,2.9,3.6,4.0,31.0
1171,Jute Packaging Grade Standard,Jute Packaging,960.36,6.32,91.42,0.89,78.4,3.02,2.31,3.0,72.0
1172,Jute Packaging Grade Premium,Jute Packaging,499.92,15.66,85.48,0.532,80.59,5.13,3.28,3.0,67.0
1173,Jute Packaging Grade A,Jute Packaging,559.33,5.72,88.98,0.748,84.22,2.28,3.54,4.0,79.0
1174,Jute Packaging Grade B,Jute Packaging,645.98,3.41,88.13,0.892,78.31,3.8,2.43,4.0,
1175,Jute Packaging Grade A,Jute Packaging,555.83,17.2,94.67,0.663,75.9,5.39,3.13,5.0,35.0
1176,Jute Packaging Grade Premium,Jute Packaging,446.28,15.64,90.32,0.885,81.71,2.86,4.58,5.0,11.0
1177,Jute Packaging Grade A,Jute Packaging,529.2,5.93,85.03,0.671,75.29,4.22,1.94,3.0,1.0
1178,Jute Packaging Grade Economy,Jute Packaging,465.58,6.85,89.81,0.699,73.23,3.09,1.85,5.0,28.0
1179,Jute Packaging Grade B,Jute Packaging,834.46,10.86,92.14,0.842,72.07,5.86,5.11,3.0,10.0
1180,Jute Packaging Grade Premium,Jute Packaging,414.04,5.14,86.38,0.849,77.04,5.13,4.73,4.0,64.0
1181,Jute Packaging Grade Economy,Jute Packaging,774.18,3.31,88.12,0.783,70.14,2.13,5.26,3.0,64.0
1182,Jute Packaging Grade C,Jute Packaging,754.75,8.94,91.7,0.785,83.97,5.37,4.24,4.0,28.0
1183,Jute Packaging Grade Standard,Jute Packaging,694.15,19.75,87.48,0.448,71.05,4.56,5.7,5.0,-7.0
1184,Jute Packaging Grade Economy,Jute Packaging,979.02,19.11,93.85,0.529,79.51,5.04,5.93,5.0,56.0
1185,Jute Packaging Grade C,Jute Packaging,831.54,8.76,86.76,0.653,81.91,3.86,3.69,5.0,65.0
1186,Jute Packaging Grade Premium,Jute Packaging,932.31,3.7,89.32,0.431,71.43,4.64,4.24,3.0,1.0
1187,Jute Packaging Grade Premium,Jute Packaging,336.75,15.97,90.85,0.423,77.32,4.85,5.34,3.0,-11.0
1188,Jute Packaging Grade Premium,Jute Packaging,578.61,18.82,92.85,0.52,71.96,4.7,3.8,4.0,
1189,Jute Packaging Grade B,Jute Packaging,730.15,19.77,90.34,0.468,82.42,3.01,4.89,4.0,21.0
1190,Jute Packaging Grade Premium,Jute Packaging,781.69,13.13,89.6,0.619,75.3,4.55,4.76,4.0,0.0
1191,Jute Packaging Grade Standard,Jute Packaging,996.0,19.66,93.82,0.745,75.97,3.46,,5.0,12.0
1192,Jute Packaging Grade B,Jute Packaging,397.05,19.92,86.19,0.409,83.35,2.98,4.65,5.0,63.0
1193,Jute Packaging Grade Premium,Jute Packaging,993.95,8.0,92.1,0.469,76.1,5.39,2.84,5.0,41.0
1194,Jute Packaging Grade B,Jute Packaging,642.72,13.98,94.73,0.433,78.61,5.45,3.41,4.0,-14.0
1195,Jute Packaging Grade Standard,Jute Packaging,683.59,8.65,86.55,0.909,77.82,5.73,,4.0,21.0
1196,Jute Packaging Grade Standard,Jute Packaging,588.03,6.36,94.11,0.505,74.29,4.07,2.32,4.0,
1197,Jute Packaging Grade Economy,Jute Packaging,468.37,11.44,89.18,0.867,81.02,4.3,5.11,4.0,70.0
1198,Jute Packaging Grade B,Jute Packaging,954.03,3.93,91.73,0.935,82.06,2.74,2.48,3.0,-4.0
1199,Jute Packaging Grade A,Jute Packaging,340.67,16.8,92.19,0.838,71.5,4.87,4.4,3.0,61.0
1200,Jute Packaging Grade C,Jute Packaging,814.77,10.04,89.74,0.647,83.95,3.37,5.82,3.0,38.0
