Material_ID,Material_Type,Product_Category,Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score_kg,Recyclability_Percentage,Source,Certification,Price_INR,Availability_Status
MAT00752,Seaweed Polymer,Accessories,273.39,42.95,92.9,7.05,0.1,Supplier E,GOTS,2016.9,Pre-Order
MAT00753,Bio-based Polymer,Electronics,39.49,92.26,41.9,4.14,68.0,Supplier B,EcoCert,4146.68,Pre-Order
MAT00754,Recycled Glass,Food Packaging,89.09,53.87,25.6,1.8,69.8,Supplier E,GOTS,3474.38,Low Stock
MAT00755,Cork,Coatings,257.36,80.4,90.7,14.21,63.5,Supplier D,GOTS,4068.66,In Stock
MAT00756,Wool,Bags & Luggage,177.4,46.52,68.0,0.73,69.2,Supplier A,EcoCert,2741.49,Low Stock
MAT00757,Biodegradable Plastic,Electronics,339.63,41.9,91.6,10.7,76.2,Supplier A,EcoCert,2309.89,In Stock
MAT00758,Corn Plastic,Toys,339.4,35.95,85.0,12.5,35.8,Supplier A,ISO 14001,871.5,Low Stock
MAT00759,Certified Wood,Furniture,227.84,22.93,21.6,4.58,92.1,Supplier A,EcoCert,1591.94,Pre-Order
MAT00760,Recycled Glass,Accessories,124.79,49.89,49.0,4.57,90.5,Supplier B,ISO 14001,2982.19,In Stock
MAT00761,Corn Plastic,Office Supplies,64.36,28.46,60.0,2.97,19.4,Supplier E,EcoCert,3109.18,In Stock
MAT00762,Sustainable Bamboo,Adhesives,72.84,7.44,40.8,8.76,22.8,Supplier C,FSC,2250.13,Pre-Order
MAT00763,Biodegradable Plastic,Insulation,311.08,68.39,90.6,0.53,42.7,Supplier A,GOTS,2847.73,Low Stock
MAT00764,Jute,Household Items,69.64,52.31,59.6,8.0,4.3,Supplier A,GOTS,3039.46,Low Stock
MAT00765,Algae-based Material,Toys,164.96,39.79,46.8,13.26,80.8,Supplier B,None,4110.99,Low Stock
MAT00766,Sustainable Bamboo,Accessories,106.47,33.59,25.0,9.57,2.8,Supplier A,EcoCert,1886.59,Pre-Order
MAT00767,Natural Rubber,Household Items,131.11,47.88,96.7,12.57,82.2,Supplier B,ISO 14001,2236.02,Pre-Order
MAT00768,Bioplastic,Toys,384.41,62.91,66.3,1.74,6.1,Supplier C,None,298.8,In Stock
MAT00769,Seaweed Polymer,Construction,40.38,80.44,24.4,9.36,43.2,Supplier A,EcoCert,571.87,In Stock
MAT00770,Recycled Glass,Office Supplies,206.82,62.11,52.9,13.04,78.7,Supplier D,Cradle to Cradle,2651.85,Low Stock
MAT00771,Seaweed Polymer,Sports Equipment,441.17,62.3,47.2,14.09,78.3,Supplier C,EcoCert,1975.4,In Stock
MAT00772,Organic Cotton,Textiles,16.02,71.62,67.4,12.69,90.4,Supplier E,GOTS,668.15,Low Stock
MAT00773,Jute,Kitchen Utensils,365.07,45.02,39.5,12.06,6.0,Supplier D,EcoCert,1407.68,Pre-Order
MAT00774,Cork Composite,Home Decor,162.48,88.64,82.0,2.64,30.9,Supplier C,ISO 14001,1532.18,Pre-Order
MAT00775,Recycled Aluminum,Construction,38.09,51.2,86.8,12.95,42.2,Supplier B,None,944.54,In Stock
MAT00776,Seaweed Polymer,Cosmetics,177.36,67.12,75.6,14.74,60.0,Supplier E,EcoCert,1484.87,Low Stock
MAT00777,Bioplastic,Footwear,215.16,17.07,56.3,11.94,4.2,Supplier A,None,1039.99,In Stock
MAT00778,Flax Fiber,Accessories,238.6,22.1,58.5,11.64,81.5,Supplier D,FSC,3382.25,Low Stock
MAT00779,Bio-based Polymer,Electronics,187.78,8.3,22.4,2.17,29.1,Supplier E,GOTS,940.39,In Stock
MAT00780,Biodegradable Plastic,Furniture,106.93,18.24,90.8,10.92,34.0,Supplier B,FSC,2375.46,In Stock
MAT00781,Bio-based Polymer,Household Items,456.22,3.08,74.2,5.99,78.7,Supplier B,GOTS,608.39,Low Stock
MAT00782,Hemp Fiber,Home Decor,406.65,66.43,95.3,14.67,99.8,Supplier A,ISO 14001,3678.56,In Stock
MAT00783,Recycled Metal,Furniture,103.92,38.44,49.9,9.19,97.7,Supplier A,EcoCert,1140.42,Pre-Order
MAT00784,Cork,Insulation,154.15,15.71,39.8,9.63,28.0,Supplier E,EcoCert,669.81,Low Stock
MAT00785,Cork,Cosmetics,394.49,79.31,69.2,2.93,38.8,Supplier E,GOTS,3681.88,Low Stock
MAT00786,Mushroom Composite,Toys,97.71,71.54,62.0,7.51,95.6,Supplier E,Cradle to Cradle,2053.42,Pre-Order
MAT00787,Seaweed Polymer,Adhesives,328.37,21.51,91.6,7.06,23.4,Supplier D,Cradle to Cradle,1036.67,Pre-Order
MAT00788,Bio-based Polymer,Home Decor,134.72,9.39,80.1,4.78,51.9,Supplier A,Cradle to Cradle,1083.15,Pre-Order
MAT00789,Bioplastic,Bags & Luggage,218.79,47.29,52.7,12.17,31.7,Supplier B,Cradle to Cradle,1689.05,In Stock
MAT00790,Mycelium Leather,Cosmetics,185.96,9.16,87.4,7.94,64.4,Supplier B,ISO 14001,3296.76,In Stock
MAT00791,Sustainable Bamboo,Home Decor,28.76,20.83,35.7,5.27,30.3,Supplier C,FSC,3415.45,Pre-Order
MAT00792,Bioplastic,Construction,499.22,75.49,79.2,13.73,0.9,Supplier C,Cradle to Cradle,1358.71,Low Stock
MAT00793,Corn Plastic,Adhesives,381.32,2.18,72.3,14.84,95.1,Supplier B,FSC,3613.82,Pre-Order
MAT00794,Recycled Copper,Furniture,242.47,52.07,82.9,11.49,72.3,Supplier A,GOTS,2004.45,In Stock
MAT00795,Jute,Sports Equipment,112.7,45.55,64.7,5.93,57.8,Supplier A,Cradle to Cradle,677.28,Pre-Order
MAT00796,Corn Plastic,Home Decor,176.51,42.5,74.9,6.35,77.9,Supplier C,EcoCert,2307.4,In Stock
MAT00797,Recycled Aluminum,Food Packaging,461.85,16.22,96.2,5.29,63.0,Supplier E,EcoCert,2568.02,Low Stock
MAT00798,Linen,Furniture,474.86,7.31,50.9,7.38,32.9,Supplier C,ISO 14001,3998.11,In Stock
MAT00799,Organic Cotton,Insulation,97.04,82.82,68.3,0.89,19.9,Supplier D,GOTS,3796.42,In Stock
MAT00800,Hemp Fiber,Footwear,333.19,7.93,24.6,8.02,17.2,Supplier D,Cradle to Cradle,3591.41,In Stock
MAT00801,Organic Cotton,Construction,272.86,48.35,25.5,14.35,86.6,Supplier B,GOTS,683.92,Low Stock
MAT00802,Corn Plastic,Kitchen Utensils,87.8,57.93,44.8,3.44,71.7,Supplier B,ISO 14001,1994.49,In Stock
MAT00803,Recycled PET,Cosmetics,414.05,60.88,39.7,5.27,56.9,Supplier D,EcoCert,2122.31,In Stock
MAT00804,Recycled Copper,Cosmetics,151.08,88.22,56.5,10.65,71.2,Supplier E,FSC,1351.24,Low Stock
MAT00805,Hemp Fiber,Automotive,450.98,73.59,56.6,13.71,18.3,Supplier D,None,2431.07,In Stock
MAT00806,Hemp Fiber,Automotive,144.15,63.18,43.4,13.79,69.8,Supplier B,Cradle to Cradle,3044.44,Low Stock
MAT00807,Cork Composite,Insulation,69.4,37.5,80.4,7.81,78.0,Supplier B,GOTS,1799.44,In Stock
MAT00808,Mushroom Composite,Food Packaging,236.46,8.25,75.6,11.37,38.1,Supplier B,Cradle to Cradle,3138.23,In Stock
MAT00809,Biodegradable Plastic,Household Items,66.19,91.8,46.2,11.36,48.5,Supplier E,None,438.24,In Stock
MAT00810,Flax Fiber,Toys,78.73,82.22,87.3,2.97,1.8,Supplier C,ISO 14001,566.06,Pre-Order
MAT00811,Recycled Copper,Office Supplies,92.54,67.47,20.9,4.46,44.1,Supplier A,None,874.82,Pre-Order
MAT00812,Cork,Toys,351.4,83.81,84.9,9.79,71.6,Supplier D,None,3739.98,Low Stock
MAT00813,Recycled PET,Food Packaging,303.12,5.82,50.2,3.43,25.0,Supplier B,ISO 14001,3786.46,In Stock
MAT00814,Jute,Electronics,494.75,34.37,35.4,10.2,22.1,Supplier B,None,3681.05,In Stock
MAT00815,Recycled Paper,Sports Equipment,261.13,81.75,45.8,9.59,62.5,Supplier D,Cradle to Cradle,3888.55,In Stock
MAT00816,Hemp Fiber,Furniture,61.88,33.01,21.2,9.98,1.2,Supplier B,ISO 14001,1013.43,Pre-Order
MAT00817,Corn Plastic,Household Items,328.47,37.53,25.4,3.67,30.2,Supplier A,None,2552.25,Pre-Order
MAT00818,Seaweed Polymer,Adhesives,94.01,95.94,68.0,14.73,69.6,Supplier B,GOTS,2866.82,In Stock
MAT00819,Cellulose,Bags & Luggage,489.23,66.97,25.4,0.76,91.2,Supplier E,None,1954.65,Pre-Order
MAT00820,Hemp Fiber,Flooring,297.86,98.85,38.6,9.44,89.7,Supplier D,FSC,1396.06,Pre-Order
MAT00821,Sustainable Bamboo,Food Packaging,77.4,50.37,36.2,5.95,64.2,Supplier E,Cradle to Cradle,1114.69,Pre-Order
MAT00822,Natural Rubber,Construction,146.28,64.72,80.8,8.05,97.8,Supplier C,ISO 14001,2748.13,In Stock
MAT00823,Recycled Copper,Bags & Luggage,177.94,21.38,24.3,13.81,98.8,Supplier B,EcoCert,3359.01,Low Stock
MAT00824,Mushroom Composite,Bags & Luggage,99.94,63.35,25.2,7.63,95.4,Supplier B,FSC,373.5,In Stock
MAT00825,Sustainable Bamboo,Automotive,300.39,83.29,94.5,3.93,7.8,Supplier C,FSC,3054.4,Pre-Order
MAT00826,Cork,Accessories,217.77,60.98,44.2,8.86,96.8,Supplier D,ISO 14001,968.61,Low Stock
MAT00827,Linen,Office Supplies,92.21,44.7,60.4,11.16,76.0,Supplier D,ISO 14001,3431.22,Low Stock
MAT00828,Jute,Cosmetics,381.84,92.23,67.6,2.72,72.7,Supplier D,GOTS,1191.05,Low Stock
MAT00829,Recycled Glass,Office Supplies,285.45,48.6,46.7,10.87,19.6,Supplier A,ISO 14001,3815.51,Pre-Order
MAT00830,Recycled Copper,Home Decor,250.81,92.64,95.2,14.57,37.3,Supplier E,ISO 14001,2116.5,Low Stock
MAT00831,Recycled Paper,Textiles,198.56,57.0,35.5,6.83,25.5,Supplier C,EcoCert,3803.89,Pre-Order
MAT00832,Cardboard,Home Decor,351.26,65.44,94.1,11.17,24.2,Supplier C,None,303.78,Pre-Order
MAT00833,Wool,Electronics,351.76,64.89,40.9,7.1,68.1,Supplier E,EcoCert,1179.43,Pre-Order
MAT00834,Corn Plastic,Automotive,16.05,77.33,71.6,13.79,39.8,Supplier A,EcoCert,2501.62,In Stock
MAT00835,Jute,Automotive,416.58,26.03,44.2,14.53,65.8,Supplier C,None,1690.71,Low Stock
MAT00836,Cork Composite,Cosmetics,63.54,57.69,83.8,12.31,26.9,Supplier D,None,1000.98,Low Stock
MAT00837,Biodegradable Plastic,Automotive,410.03,1.16,25.6,10.6,52.5,Supplier D,FSC,2773.86,In Stock
MAT00838,Certified Wood,Automotive,354.98,20.6,34.6,14.25,45.1,Supplier B,FSC,3410.47,In Stock
MAT00839,Recycled Copper,Automotive,406.5,20.0,98.6,13.14,44.1,Supplier A,None,3803.06,In Stock
MAT00840,Sustainable Bamboo,Footwear,52.0,13.34,25.1,0.93,23.5,Supplier A,ISO 14001,2099.07,In Stock
MAT00841,Mycelium Leather,Electronics,336.01,79.13,23.3,3.56,79.2,Supplier E,GOTS,1662.49,Low Stock
MAT00842,Cardboard,Bags & Luggage,306.14,34.32,74.5,5.47,31.5,Supplier C,None,1120.5,Low Stock
MAT00843,Linen,Coatings,38.05,36.25,46.4,1.95,45.7,Supplier B,ISO 14001,2948.16,Pre-Order
MAT00844,Organic Cotton,Flooring,146.94,70.23,85.2,5.84,61.8,Supplier D,EcoCert,2791.29,Low Stock
MAT00845,Wool,Furniture,11.53,64.17,95.4,5.17,63.4,Supplier C,None,3645.36,Low Stock
MAT00846,Hemp Fiber,Coatings,247.42,74.18,83.5,5.55,93.9,Supplier D,None,3916.77,Pre-Order
MAT00847,Organic Cotton,Office Supplies,153.99,20.31,31.5,8.04,57.2,Supplier E,ISO 14001,3579.79,In Stock
MAT00848,Cardboard,Cosmetics,157.66,67.63,63.9,13.18,16.8,Supplier A,Cradle to Cradle,1943.86,Pre-Order
MAT00849,Algae-based Material,Accessories,129.24,17.87,95.5,10.65,10.5,Supplier A,FSC,4123.44,Low Stock
MAT00850,Linen,Household Items,117.98,26.51,58.1,13.51,12.3,Supplier E,None,707.16,Pre-Order
MAT00851,Cardboard,Cosmetics,399.81,33.95,37.9,8.85,92.4,Supplier C,Cradle to Cradle,423.3,Pre-Order
MAT00852,Recycled Copper,Office Supplies,330.42,78.72,97.3,6.84,23.3,Supplier C,ISO 14001,1198.52,In Stock
MAT00853,Sustainable Bamboo,Bags & Luggage,372.88,93.78,79.6,2.18,36.8,Supplier D,EcoCert,3565.68,Pre-Order
MAT00854,Biodegradable Plastic,Footwear,40.32,54.02,87.8,14.71,32.0,Supplier B,EcoCert,1620.16,Pre-Order
MAT00855,Bioplastic,Adhesives,118.85,40.14,63.1,7.18,14.5,Supplier B,Cradle to Cradle,3922.58,Pre-Order
MAT00856,Recycled PET,Construction,304.72,15.44,73.2,12.12,70.3,Supplier C,EcoCert,2552.25,Pre-Order
MAT00857,Organic Cotton,Household Items,498.46,70.95,58.3,12.52,49.5,Supplier D,ISO 14001,2971.4,Low Stock
MAT00858,Recycled Metal,Furniture,425.55,93.51,38.0,11.17,92.3,Supplier D,None,3257.75,Low Stock
MAT00859,Recycled Glass,Automotive,495.62,55.25,47.0,10.33,99.0,Supplier D,ISO 14001,3184.71,Pre-Order
MAT00860,Recycled Copper,Footwear,148.36,92.38,76.1,8.45,9.7,Supplier E,ISO 14001,1454.16,Pre-Order
MAT00861,Recycled Glass,Toys,330.77,58.14,55.4,7.5,89.7,Supplier B,None,1001.81,Pre-Order
MAT00862,Biodegradable Plastic,Home Decor,365.72,57.99,74.3,14.83,14.8,Supplier D,None,3952.46,In Stock
MAT00863,Recycled Paper,Textiles,184.24,47.91,95.6,2.2,51.5,Supplier D,FSC,1514.75,Pre-Order
MAT00864,Recycled Copper,Office Supplies,130.05,12.76,51.7,4.89,59.6,Supplier D,None,853.24,Pre-Order
MAT00865,Wool,Cosmetics,391.09,86.62,72.0,4.49,65.3,Supplier A,ISO 14001,1629.29,In Stock
MAT00866,Organic Cotton,Kitchen Utensils,324.29,90.94,38.0,9.01,98.7,Supplier A,EcoCert,2076.66,In Stock
MAT00867,Linen,Kitchen Utensils,499.98,70.57,43.9,2.32,32.5,Supplier E,FSC,3009.58,Low Stock
MAT00868,Corn Plastic,Electronics,202.96,81.93,82.7,8.19,6.4,Supplier E,None,3500.94,Pre-Order
MAT00869,Organic Cotton,Furniture,483.18,89.86,34.5,9.19,18.0,Supplier C,ISO 14001,2376.29,In Stock
MAT00870,Recycled Metal,Adhesives,111.05,16.96,65.0,12.85,3.5,Supplier E,GOTS,4070.32,Low Stock
MAT00871,Algae-based Material,Automotive,217.3,94.58,20.0,4.86,94.6,Supplier C,None,2235.19,Pre-Order
MAT00872,Recycled PET,Construction,292.77,69.82,61.8,14.8,35.2,Supplier B,None,2309.89,In Stock
MAT00873,Wool,Food Packaging,126.18,19.62,44.0,12.57,95.7,Supplier B,EcoCert,2564.7,Low Stock
MAT00874,Mycelium Leather,Construction,367.26,42.78,64.0,4.28,65.0,Supplier D,ISO 14001,816.72,Low Stock
MAT00875,Wool,Sports Equipment,470.7,15.18,36.3,9.63,26.9,Supplier B,None,2688.37,Low Stock
MAT00876,Recycled Aluminum,Flooring,306.42,42.55,32.3,14.89,43.4,Supplier E,FSC,268.92,In Stock
MAT00877,Mycelium Leather,Textiles,270.42,68.71,52.5,5.28,8.9,Supplier C,FSC,3788.12,In Stock
MAT00878,Mycelium Leather,Electronics,57.99,97.97,37.8,14.3,78.3,Supplier E,None,658.19,Low Stock
MAT00879,Recycled Aluminum,Kitchen Utensils,56.81,35.54,65.8,4.59,27.1,Supplier A,FSC,561.08,Low Stock
MAT00880,Cork Composite,Office Supplies,98.53,80.8,74.2,11.94,55.2,Supplier D,Cradle to Cradle,3680.22,Pre-Order
MAT00881,Recycled Metal,Household Items,14.65,51.84,32.4,2.33,37.9,Supplier A,None,3095.9,Pre-Order
MAT00882,Certified Wood,Accessories,342.33,42.41,56.6,6.86,35.4,Supplier C,GOTS,2033.5,Low Stock
MAT00883,Mushroom Composite,Accessories,159.54,85.93,95.8,6.39,31.3,Supplier A,ISO 14001,525.39,Pre-Order
MAT00884,Hemp Fiber,Cosmetics,90.91,6.68,79.5,8.54,49.3,Supplier D,None,3649.51,Pre-Order
MAT00885,Recycled Copper,Construction,245.03,51.99,99.8,13.38,69.8,Supplier E,FSC,1781.18,Pre-Order
MAT00886,Biodegradable Plastic,Sports Equipment,354.27,75.22,39.5,11.22,95.1,Supplier E,None,3446.16,Pre-Order
MAT00887,Recycled Paper,Coatings,229.84,17.68,94.4,11.57,90.4,Supplier C,FSC,862.37,Pre-Order
MAT00888,Certified Wood,Food Packaging,217.13,38.53,49.9,2.14,91.4,Supplier E,ISO 14001,1161.17,Low Stock
MAT00889,Recycled Glass,Kitchen Utensils,153.84,22.09,79.0,8.75,21.7,Supplier E,ISO 14001,1380.29,Low Stock
MAT00890,Bioplastic,Kitchen Utensils,38.17,1.58,56.8,4.83,10.7,Supplier B,Cradle to Cradle,1559.57,Low Stock
MAT00891,Biodegradable Plastic,Textiles,221.09,20.56,62.3,13.53,41.1,Supplier A,FSC,3803.89,Pre-Order
MAT00892,Mycelium Leather,Accessories,240.64,38.06,49.2,13.44,53.6,Supplier D,None,1240.02,Low Stock
MAT00893,Bio-based Polymer,Construction,183.33,43.96,48.7,13.12,19.8,Supplier A,FSC,921.3,Low Stock
MAT00894,Jute,Bags & Luggage,451.49,16.87,35.9,7.45,66.5,Supplier D,Cradle to Cradle,1225.08,Pre-Order
MAT00895,Cardboard,Construction,169.19,76.67,90.5,7.78,92.4,Supplier D,FSC,3525.01,In Stock
MAT00896,Organic Cotton,Electronics,71.8,35.07,21.1,10.42,5.2,Supplier D,EcoCert,3471.89,Pre-Order
MAT00897,Biodegradable Plastic,Sports Equipment,245.29,28.94,26.6,6.72,61.8,Supplier B,FSC,3071.0,Low Stock
MAT00898,Cork Composite,Textiles,433.44,99.43,39.8,12.4,19.8,Supplier A,None,2980.53,Pre-Order
MAT00899,Mushroom Composite,Coatings,98.78,99.26,67.3,9.7,22.9,Supplier A,GOTS,693.05,In Stock
MAT00900,Recycled Metal,Sports Equipment,18.65,20.76,89.1,6.02,52.5,Supplier B,FSC,2955.63,Low Stock
MAT00901,Jute,Kitchen Utensils,40.06,43.28,24.1,2.1,36.4,Supplier D,FSC,3922.58,Low Stock
MAT00902,Recycled Paper,Automotive,30.04,6.16,79.6,3.57,47.2,Supplier A,Cradle to Cradle,3785.63,In Stock
MAT00903,Mycelium Leather,Kitchen Utensils,188.15,31.13,27.8,0.7,55.2,Supplier C,GOTS,3599.71,Pre-Order
MAT00904,Seaweed Polymer,Home Decor,374.04,59.3,68.4,3.95,27.6,Supplier A,ISO 14001,2494.15,In Stock
MAT00905,Cellulose,Coatings,68.97,59.07,93.0,9.99,19.0,Supplier A,ISO 14001,2973.06,Pre-Order
MAT00906,Bioplastic,Bags & Luggage,157.72,47.95,80.9,8.24,15.4,Supplier D,EcoCert,675.62,Pre-Order
MAT00907,Mycelium Leather,Insulation,487.81,89.6,55.9,10.9,91.1,Supplier D,EcoCert,435.75,Pre-Order
MAT00908,Seaweed Polymer,Electronics,91.8,28.14,97.4,4.7,95.6,Supplier B,None,408.36,Low Stock
MAT00909,Cardboard,Insulation,436.43,97.18,33.2,11.39,38.4,Supplier D,EcoCert,3271.03,Low Stock
MAT00910,Cork,Automotive,11.76,57.62,67.4,0.63,92.9,Supplier E,None,2208.63,Pre-Order
MAT00911,Mushroom Composite,Household Items,158.67,22.81,76.7,8.51,17.1,Supplier B,GOTS,347.77,In Stock
MAT00912,Cellulose,Construction,471.6,28.5,30.6,13.16,5.2,Supplier B,EcoCert,4070.32,In Stock
MAT00913,Biodegradable Plastic,Home Decor,320.01,97.25,46.0,14.22,88.4,Supplier B,Cradle to Cradle,1217.61,Pre-Order
MAT00914,Recycled Glass,Bags & Luggage,492.78,62.97,20.8,5.65,73.0,Supplier C,ISO 14001,1280.69,Pre-Order
MAT00915,Wool,Adhesives,62.16,74.83,50.6,9.98,87.0,Supplier E,FSC,2693.35,Low Stock
MAT00916,Hemp Fiber,Bags & Luggage,141.71,58.58,84.6,11.42,15.6,Supplier D,GOTS,1088.96,In Stock
MAT00917,Cardboard,Cosmetics,253.02,46.48,85.2,3.05,57.0,Supplier B,None,3924.24,Low Stock
MAT00918,Biodegradable Plastic,Footwear,89.83,18.6,51.5,9.31,6.9,Supplier B,Cradle to Cradle,453.18,Pre-Order
MAT00919,Linen,Textiles,364.91,14.59,80.0,0.67,10.0,Supplier A,ISO 14001,1695.69,Pre-Order
MAT00920,Recycled Paper,Construction,131.69,9.28,31.4,9.6,1.3,Supplier A,EcoCert,4016.37,Pre-Order
MAT00921,Corn Plastic,Bags & Luggage,427.83,9.41,31.1,11.52,89.2,Supplier C,GOTS,3414.62,Low Stock
MAT00922,Recycled Metal,Accessories,37.38,69.51,70.2,2.28,82.5,Supplier C,ISO 14001,576.02,Pre-Order
MAT00923,Corn Plastic,Sports Equipment,79.5,91.3,21.9,6.69,14.7,Supplier B,None,2777.18,Low Stock
MAT00924,Wool,Textiles,250.99,99.09,38.0,14.37,28.2,Supplier C,ISO 14001,469.78,Low Stock
MAT00925,Sustainable Bamboo,Food Packaging,306.21,18.63,62.4,9.19,67.9,Supplier C,EcoCert,764.43,Low Stock
MAT00926,Certified Wood,Textiles,142.84,50.43,49.5,4.35,90.7,Supplier A,FSC,3348.22,Pre-Order
MAT00927,Recycled Metal,Bags & Luggage,82.41,45.22,83.7,14.66,81.5,Supplier D,None,616.69,Low Stock
MAT00928,Recycled Metal,Cosmetics,168.3,13.63,81.4,5.61,49.4,Supplier D,EcoCert,2083.3,Pre-Order
MAT00929,Natural Rubber,Construction,403.05,65.74,39.7,6.57,49.7,Supplier E,EcoCert,2292.46,In Stock
MAT00930,Linen,Cosmetics,294.67,42.76,66.2,10.56,74.8,Supplier B,GOTS,2967.25,In Stock
MAT00931,Cork,Electronics,187.58,47.92,30.7,2.1,91.1,Supplier B,GOTS,1603.56,Low Stock
MAT00932,Recycled Metal,Insulation,486.19,91.38,39.4,12.5,5.6,Supplier B,Cradle to Cradle,714.63,Pre-Order
MAT00933,Biodegradable Plastic,Sports Equipment,192.13,70.44,73.0,1.57,83.7,Supplier A,FSC,3633.74,Low Stock
MAT00934,Recycled Metal,Cosmetics,130.07,2.24,86.5,6.54,76.5,Supplier B,None,2037.65,Pre-Order
MAT00935,Flax Fiber,Footwear,240.39,72.53,55.5,9.85,1.3,Supplier A,None,609.22,In Stock
MAT00936,Bioplastic,Automotive,256.61,2.08,86.6,10.36,87.6,Supplier C,EcoCert,2373.8,Pre-Order
MAT00937,Recycled Glass,Accessories,217.6,16.52,97.8,8.06,97.8,Supplier B,Cradle to Cradle,664.83,Pre-Order
MAT00938,Recycled Paper,Accessories,202.22,82.43,98.1,9.27,7.7,Supplier D,GOTS,2924.92,Pre-Order
MAT00939,Cellulose,Office Supplies,415.35,17.32,84.3,9.88,19.5,Supplier A,GOTS,597.6,Pre-Order
MAT00940,Cork Composite,Bags & Luggage,23.74,28.94,63.3,1.45,59.7,Supplier C,FSC,3179.73,Pre-Order
MAT00941,Cork,Food Packaging,127.76,9.42,65.6,1.15,98.6,Supplier A,GOTS,2093.26,In Stock
MAT00942,Recycled Glass,Electronics,490.47,75.42,96.7,7.75,31.4,Supplier C,FSC,1722.25,Pre-Order
MAT00943,Wool,Textiles,172.35,89.75,60.3,7.78,77.5,Supplier D,Cradle to Cradle,260.62,Pre-Order
MAT00944,Recycled Paper,Footwear,89.0,68.56,26.3,9.58,95.3,Supplier B,None,1088.96,Pre-Order
MAT00945,Recycled Metal,Automotive,496.77,50.66,99.4,9.33,52.3,Supplier D,FSC,3227.87,Low Stock
MAT00946,Recycled Glass,Home Decor,315.5,94.07,23.2,10.84,68.3,Supplier E,EcoCert,1118.84,In Stock
MAT00947,Recycled Metal,Adhesives,317.62,50.25,84.4,2.57,87.0,Supplier A,Cradle to Cradle,2345.58,In Stock
MAT00948,Recycled PET,Bags & Luggage,93.16,30.27,25.5,8.86,35.3,Supplier D,GOTS,449.03,Low Stock
MAT00949,Mycelium Leather,Toys,328.64,14.9,29.9,8.75,4.0,Supplier D,Cradle to Cradle,3588.09,Pre-Order
MAT00950,Wool,Construction,226.01,51.74,70.0,5.05,8.3,Supplier D,GOTS,1811.89,Pre-Order
MAT00951,Recycled Paper,Coatings,488.94,6.65,83.2,10.65,56.1,Supplier A,GOTS,781.86,Low Stock
MAT00952,Bio-based Polymer,Adhesives,205.65,8.22,51.1,7.2,9.4,Supplier E,Cradle to Cradle,2021.88,In Stock
MAT00953,Sustainable Bamboo,Automotive,368.57,91.83,93.8,11.64,19.9,Supplier C,GOTS,1475.74,Pre-Order
MAT00954,Cardboard,Furniture,354.12,48.15,42.3,1.06,15.6,Supplier B,GOTS,2038.48,Pre-Order
MAT00955,Recycled Paper,Coatings,389.36,7.18,84.7,11.95,97.9,Supplier B,ISO 14001,1015.92,Pre-Order
MAT00956,Jute,Household Items,133.51,18.43,31.3,4.47,8.2,Supplier D,Cradle to Cradle,3647.02,Pre-Order
MAT00957,Cork,Household Items,100.2,6.32,91.6,6.71,96.3,Supplier B,GOTS,1348.75,Low Stock
MAT00958,Cardboard,Kitchen Utensils,272.4,78.6,97.2,6.83,91.3,Supplier A,EcoCert,2438.54,Pre-Order
MAT00959,Cork,Cosmetics,364.13,58.27,31.6,10.13,82.4,Supplier C,ISO 14001,3091.75,In Stock
MAT00960,Recycled PET,Construction,254.73,32.32,83.4,10.27,26.3,Supplier D,FSC,3043.61,Pre-Order
MAT00961,Recycled PET,Adhesives,57.75,22.64,98.3,6.59,54.6,Supplier D,FSC,827.51,Low Stock
MAT00962,Cork,Furniture,486.15,58.11,21.1,12.3,1.6,Supplier E,ISO 14001,3738.32,Pre-Order
MAT00963,Cardboard,Toys,212.89,35.82,86.3,6.67,97.4,Supplier B,Cradle to Cradle,1503.96,Low Stock
MAT00964,Certified Wood,Automotive,280.85,17.1,54.9,4.63,66.0,Supplier C,None,2875.95,Pre-Order
MAT00965,Organic Cotton,Cosmetics,404.91,11.28,72.0,9.44,41.1,Supplier E,EcoCert,2143.89,In Stock
MAT00966,Cellulose,Toys,256.65,80.78,73.4,12.85,21.2,Supplier E,Cradle to Cradle,3261.07,In Stock
MAT00967,Cork,Kitchen Utensils,475.77,35.71,83.5,7.23,90.8,Supplier D,ISO 14001,2734.85,Low Stock
MAT00968,Seaweed Polymer,Accessories,258.7,27.49,72.7,4.96,90.3,Supplier B,ISO 14001,3788.95,Low Stock
MAT00969,Recycled Paper,Electronics,22.86,79.26,87.3,8.02,74.1,Supplier B,EcoCert,1430.92,Low Stock
MAT00970,Hemp Fiber,Insulation,487.01,20.07,71.6,12.51,80.1,Supplier B,None,2468.42,Low Stock
MAT00971,Recycled Copper,Automotive,207.53,32.49,32.7,3.85,71.0,Supplier A,None,668.98,Pre-Order
MAT00972,Seaweed Polymer,Office Supplies,423.09,63.1,40.8,8.52,94.9,Supplier A,ISO 14001,977.74,Low Stock
MAT00973,Biodegradable Plastic,Adhesives,84.99,62.19,63.5,14.6,57.2,Supplier B,Cradle to Cradle,266.43,Pre-Order
MAT00974,Cellulose,Home Decor,101.41,65.6,37.7,3.31,84.0,Supplier D,GOTS,3059.38,Pre-Order
MAT00975,Recycled Paper,Household Items,50.65,15.23,21.9,14.78,86.7,Supplier E,ISO 14001,607.56,In Stock
